"doi","title","journal","last_updated_epoch","publisher_field","paper_field","attention_score"
"10.1038/nn.4619","Functions and dysfunctions of neocortical inhibitory neuron subtypes","Nature Neuroscience","1510864364","Neural circuits","Life Sciences",38.6
"10.5312/wjo.v3.i1.5","Analyses of possible risk factors for subacromial impingement syndrome","World Journal of Orthopedics ","1333973766",NA,NA,2
"10.1371/journal.pgen.1005400","Corp Regulates P53 in  Drosophila melanogaster  via a Negative Feedback Loop","PLoS Genetics","1439633386","Genetics","Biochemistry, Genetics and Molecular Biology",2.75
"10.1093/humrep/dev198","Live birth rates after modified natural cycle compared with high-dose FSH stimulation using GnRH antagonists in poor responders","Human Reproduction","1444305613","Studies In Human Society","Medicine",11
"10.4103/0301-4738.195003","Heidenhain variant of Creutzfeldt–Jakob disease in a patient who had bovine bioprosthetic valve implantation","Indian Journal of Ophthalmology","1502402802","Ophthalmology And Optometry","Medicine",0.5
"10.1136/bmj.i4107","US probes first apparent non-sexual person-to-person Zika transmission and first domestic outbreak","British Medical Journal","1469441294","Public Health And Health Services","Medicine",14.7
"10.1016/j.jss.2016.09.016","Aligning perceptions of mistreatment among incoming medical trainees","Journal of Surgical Research","1484064430","Clinical Sciences","Medicine",1
"10.1021/ie500781e","High Performance Pseudoelastic Metal Nanowire Reinforced Elastomeric Composite","Industrial & Engineering Chemistry Research","1407873082","Engineering","Chemical Engineering",0.25
"10.1257/aer.20150947","A Comprehensive Approach to Revealed Preference Theory","American Economic Review","1490953004","Economics","Social Sciences",2.85
"10.1111/nph.15406","Homologs of the
                    STYLISH
                    gene family control nectary development in
                    Aquilegia","New Phytologist","1549727910","Biological Sciences","Medicine",13.35
"10.1007/bf01541753","Vaginal eroticism: A replication study","Archives of Sexual Behavior","1220274102","Other Studies In Human Society","Psychology",3
"10.1093/nar/gkm210","On the stability of peptide nucleic acid duplexes in the presence of organic solvents","Nucleic Acids Research","1508803200","Environmental Sciences","Biochemistry, Genetics and Molecular Biology",3
"10.1126/science.351.6270.216","Caltech suspends professor for harassment","Science","1518013729",NA,"General",29.508
"10.1016/0167-7012(83)90033-7","Improved histochemical techniques for the detection of Acremonium coenophialum in tall fescue and methods of in vitro culture of the fungus","Journal of Microbiological Methods","1537228800","Microbiology","Biochemistry, Genetics and Molecular Biology",3
"10.1080/10106049.2015.1047414","Estimating spatial variations of total evaporation using multispectral sensors within the uMngeni catchment, South Africa","Geocarto International","1445237660","Geomatic Engineering","Social Sciences",0.5
"10.20531/tfb.2019.47.1.03","Lophopyxidaceae (Malpighiales): a new family record for Thailand",NA,"1547826912",NA,NA,0.5
"10.1186/1757-4749-5-23","Commensal Clostridia: leading players in the maintenance of gut homeostasis","Gut Pathogens","1548069213","Gastroenterology",NA,22.108
"10.18356/3697e31e-en-fr","Treaty Series 2790",NA,"1522258118",NA,NA,0.5
"10.1136/bmjopen-2017-018657","Students’ satisfaction and perceived impact on knowledge, attitudes and skills after a 2-day course in scientific writing: a prospective longitudinal study in Spain","BMJ Open","1547921703",NA,NA,15.23
"10.1016/b978-0-444-52002-9.00028-0","Psychiatric, nonmotor aspects of Parkinson's disease.","Handbook of clinical neurology","1352924985",NA,"Health Sciences",0.5
"10.1080/00049182.2014.899023","Killing Sharks: cultures and politics of encounter and the sea","Australian Geographer","1477279793","Multidisciplinary","Social Sciences",34.45
"10.1177/2051570714542564","Editorial: Institutionalization of sustainable development and emergence of sustainable marketing","Recherche et Applications en Marketing (English Edition)","1409870446",NA,NA,1.75
"10.1002/jrsm.1256","Network Meta‐Analysis of Disconnected Networks: How Dangerous are Random Baseline Treatment Effects?","Research Synthesis Methods","1523772416",NA,NA,7.58
"10.1626/jcs.80.145","Edible Canna—A Valuable Plant Resource from the Andean Region","Japanese Journal of Crop Science","1513924775","Crop And Pasture Production","Biochemistry, Genetics and Molecular Biology",1
"10.1007/s11172-012-0042-5","Synthesis of 1-amino-2,5-di(2-thienyl)benzenes as potential monomers for the preparation of hybrid polythiophene anionic sensors","Russian Chemical Bulletin","1452729600","Chemical Sciences","Physical Sciences",3
"10.1136/bmj.308.6940.1323","Comparison of tests for glycated haemoglobin and fasting and two hour plasma glucose concentrations as diagnostic methods for diabetes","British Medical Journal","1532498340","Public Health And Health Services","Medicine",0.25
"10.1002/zamm.v98.3",NA,"ZAMM -- Journal of Applied Mathematics & Mechanics / Zeitschrift für Angewandte Mathematik und Mechanik","1522767012","Mathematical Sciences","Mathematics",0.75
"10.1007/s10800-010-0126-6","Novel PEO-based solid composite polymer electrolytes with inorganic–organic hybrid polyphosphazene microspheres as fillers","Journal of Applied Electrochemistry","1521504000","Chemistry","Materials Science",3
"10.1002/glia.22317","Aquaporin-4 and epilepsy","Glia","1528761600","Neurosciences","Life Sciences",6.5
"10.1088/1751-8121/aa8d25","Response of exact solutions of the nonlinear Schrödinger equation to small perturbations in a class of complex external potentials having supersymmetry and parity-time symmetry","Journal of Physics: A Mathematical & Theoretical","1510255892","Mathematical Sciences","Mathematics",1
"10.1111/j.1525-1446.2012.01038.x","Message Framing and Parents' Intentions to have their Children Vaccinated Against HPV","Public Health Nursing","1347079176","Nursing","Medicine",1
"10.1103/physrevb.42.3276","Accurate forces in a local-orbital approach to the local-density approximation","Physical Review B: Condensed Matter and Materials Physics","1273536000","Physical Sciences","Materials Science",3
"10.1016/j.ccr.2019.01.002","Isocyanide metal complexes in catalysis","Coordination Chemistry Reviews","1549361369","Inorganic Chemistry","Physical Sciences",0.5
"10.1088/0264-9381/4/2/002","Solitonic perturbations of perfect fluid Friedmann-Robertson-Walker cosmological models","Classical & Quantum Gravity","1487154916","Physical Sciences","Physical Sciences",0.5
"10.1063/1.451119","Higher excited electronic states in clusters of ZnSe, CdSe, and ZnS: Spin‐orbit, vibronic, and relaxation phenomena","Journal of Chemical Physics","1413244800","Physical Sciences","Physical Sciences",3
"10.1145/2993369.2993377","A novel magnetic levitation haptic device for augmentation of tissue stiffness perception",NA,"1489453509",NA,NA,2.5
"10.1017/cbo9781139083614","Laughing at the gods : great judges and how they made the common law",NA,"1476393459",NA,NA,2
"10.4028/www.scientific.net/msf.486-487.598","Effects of MWNT and GNF on the Performance of Sulfur Electrode for Li/S Battery","Materials Science Forum","1421107200",NA,"Materials Science",6
"10.5803/jsfm.32.209","Prevalence of fecal coliforms, Verotoxin Producing <i>Escherichia coli</i>, <i>Campylobacter jejuni, C. coli</i>, <i>Salmonella</i> and <i>Listeria monocytogenes</i> in Beef Offal","日本食品微生物学会雑誌","1531066358",NA,NA,1.85
"10.1007/s11999-014-3471-7","Terrible Triad Injuries of the Elbow: Does the Coronoid Always Need to Be Fixed?","Clinical Orthopaedics & Related Research","1391458064","Conservative Orthopedics","Medicine",2.7
"10.1007/s11673-019-09900-w","The Right to Accessible and Acceptable Healthcare Services. Negotiating Rules and Solutions With Members of Ethnocultural Minorities","Journal of Bioethical Inquiry","1552302045","Law","Medicine",0.25
"10.4064/aa8448-7-2016","Weyl sums, mean value estimates, and Waring's problem with friable numbers","Acta Arithmetica","1456705518","Pure Mathematics","Mathematics",0.5
"10.1006/rtph.2000.1457","Evaluation of the Human Nickel Retention Model with Workplace Data","Regulatory Toxicology & Pharmacology: RTP","1122854400","Pharmacology And Pharmaceutical Sciences","Life Sciences",3
"10.4103/ctm.ctm_6_19","The prognostic role of lactate in patients who achieved return of spontaneous circulation after cardiac arrest: A systematic review and meta-analysis","Cancer Translational Medicine","1553836548",NA,NA,0.25
"10.1111/afe.12291","Prepupal diapause synchronizes adult emergence in the pine processionary moth
                    Thaumetopoea pityocampa
                    (Lepidoptera: Notodontidae)","Agricultural & Forest Entomology","1528150167","Agricultural And Veterinary Sciences","Agricultural and Biological Sciences",3.6
"10.1109/c-m.1977.217790","New Products","Computer","1266032034","Information And Computing Sciences","Physical Sciences",3
"10.1007/s12035-016-0014-0","Physical Exercise Attenuates Experimental Autoimmune Encephalomyelitis by Inhibiting Peripheral Immune Response and Blood-Brain Barrier Disruption","Molecular Neurobiology","1519828577","Biomedicine","Life Sciences",11.804
"10.18632/oncotarget.11843","Specific inhibition of p110&#x03B1; subunit of PI3K: putative therapeutic strategy for <i>KRAS</i> mutant colorectal cancers","Oncotarget","1473343925",NA,NA,0.25
"10.1111/j.1095-8312.2000.tb01229.x","Chastity belts in gartersnakes: the functional significance of mating plugs","Biological Journal of the Linnean Society","1423497120","Biological Sciences","Agricultural and Biological Sciences",8.208
"10.1002/eji.201545818","Inflammation in tissue engineering: The Janus between engraftment and rejection","European Journal of Immunology","1460669226","Immunology","Health Sciences",10
"10.1088/0031-8949/90/9/095101","Non-classical conditional probability and the quantum no-cloning theorem","Physica Scripta","1439368749","Mathematical Sciences","Mathematics",0.5
"10.1149/2.1101412jes","Performance of Silicotungstic Acid Modified Platinum Cathodes at High Temperature and Low Relative Humidity for PEMFCs","Journal of the Electrochemical Society","1411138731","Macromolecular And Materials Chemistry","Materials Science",0.5
"10.3390/insects3020424","Japanese Interest in “Hotaru” (Fireflies) and “Kabuto-Mushi” (Japanese Rhinoceros Beetles) Corresponds with Seasonality in Visible Abundance","Insects","1524172540",NA,NA,7.35
"10.1038/ncomms9672","Integrin-beta3 clusters recruit clathrin-mediated endocytic machinery in the absence of traction force","Nature Communications","1446731957","Multidisciplinary",NA,3.85
"10.13187/ejmb.2016.11.40","Ancient Paleo-DNA of Pre-Copper Age North-Eastern Europe: Establishing the Migration Traces of R1a1 Y-DNA Haplogroup","European Journal of Molecular Biotechnology","1519823710",NA,NA,0.25
"10.1093/aob/mcy143","Experimental sympatry reveals geographic variation in floral isolation by hawkmoths","Annals of Botany","1549963824","Plant Biology","Agricultural and Biological Sciences",32.58
"10.1111/gove.12307","Governance Networks in the Public Sector. Erik Hans Klijin and Joop Koppenjan. Routledge, New York, 2016. 360 pp. $65.95 (paper)","Governance","1538982164","Policy And Administration","Social Sciences",6.4
"10.4236/ojacct.2017.62002","Cashlet Theory: Discovering the Nature of Accounting","Open Journal of Accounting","1493697218",NA,NA,0.25
"10.1007/s12035-017-0737-6","Cholinergic Behavior State-Dependent Mechanisms of Neocortical Gain Control: a Neurocomputational Study","Molecular Neurobiology","1506945365","Neurosciences","Life Sciences",0.25
"10.1080/17441730.2019.1578532","‘The final decision is with the patient’: reproductive modernity and preferences for non-hormonal and non-biomedical contraceptives among postpartum middle class women in Yogyakarta, Indonesia","Asian Population Studies","1550575193","Demography","Social Sciences",1
"10.1787/888932966295","Fertility",NA,"1395100800",NA,NA,3
"10.1088/1757-899x/250/1/012019","A Metamaterial with Dual-Band Perfect Terahertz Transmission","IOP Conference Series : Materials Science and Engineering","1509454820",NA,NA,1
"10.1002/anie.201307074","Guest-Adaptable and Water-Stable Peptide-Based Porous Materials by Imidazolate Side Chain Control","Angewandte Chemie.  International Edition","1495065600",NA,"Chemical Engineering",4
"10.1097/00004872-200110000-00016","The impaired glutathione system and its up-regulation by sulforaphane in vascular smooth muscle cells from spontaneously hypertensive rats","Journal of Hypertension","1430784000","Clinical Sciences","Medicine",6
"10.1023/b:euph.0000009547.65808.bf","SSR-based genetic diversity assessment among Tunisian winter barley and relationship with morphological traits","Euphytica","1400281239","Agricultural And Veterinary Sciences","Biochemistry, Genetics and Molecular Biology",0.25
